,Length,Frequency,Path,Part&under10,Part&10to30,Part&over30,NonPart&under10,NonPart&10to30,NonPart&over30,p
321,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
322,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
323,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
324,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
325,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
326,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
327,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
328,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
329,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
330,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
331,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
332,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
333,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
334,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
335,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
336,2,14,"(('exit', ('A_Validating', 'O_Returned')), ('workload', ('O_Returned', 'W_Validate application|suspend')))",448,1019,244,5067,9542,2125,0.0012305759755285584
337,4,12,"(('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')), ('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')))",156,750,242,842,2345,606,4.976874468098913e-11
338,4,11,"(('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')), ('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')))",143,723,212,846,2351,623,5.938347591438742e-10
339,4,11,"(('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')), ('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')))",143,723,212,846,2351,623,5.938347591438742e-10
340,4,13,"(('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')), ('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')))",166,799,246,837,2312,602,1.0057599197921263e-10
341,1,25,"(('enter', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",180,872,365,1215,4048,1324,2.324552883514741e-09
342,1,25,"(('exit', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",180,872,365,1215,4048,1324,2.324552883514741e-09
343,1,22,"(('workload', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",137,575,226,1258,4345,1463,0.009227037657690063
344,1,23,"(('handover', ('W_Complete application|suspend', 'W_Complete application|resume')),)",105,368,392,1970,4583,4282,8.955126860943352e-06
345,1,31,"(('workload', ('O_Accepted', 'A_Pending')),)",721,3106,1165,4352,6813,1071,0.0
346,1,12,"(('workload', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')),)",131,565,332,2543,7742,2327,0.0
